date,walcl,cpi,gdp,unemp,fedfunds,unrate
2020-11,0.6951383171014978,0.4383743767940773,0.5525140604074048,0.2857142857142857,0.013201320132013198,0.2857142857142857
2020-12,0.7161822921229088,0.456836380117843,0.5739577218288803,0.2857142857142857,0.013201320132013198,0.2857142857142857
2021-01,0.7254339575282527,0.4661278138691638,0.5954013832503553,0.25,0.013201320132013198,0.25
2021-02,0.7477009088095954,0.4810545399607187,0.6212080974090775,0.2410714285714286,0.0099009900990099,0.2410714285714286
2021-03,0.7734320180892462,0.500332376491917,0.6470148115678,0.2321428571428571,0.006600660066006601,0.2321428571428571
2021-04,0.7957238694558417,0.5268620637558543,0.6728215257265222,0.2321428571428571,0.006600660066006601,0.2321428571428571
2021-05,0.8115497840041626,0.5536636954222693,0.6905457146119955,0.2053571428571429,0.0033003300330032986,0.2053571428571429
2021-06,0.8393414384372808,0.585617162713401,0.7082699034974689,0.2142857142857143,0.0099009900990099,0.2142857142857143
2021-07,0.8678536548621028,0.6038223296570475,0.7259940923829422,0.1696428571428572,0.016501650165016504,0.1696428571428572
2021-08,0.8855276674890831,0.6205318023870676,0.7541107180428739,0.1517857142857143,0.013201320132013198,0.1517857142857143
2021-09,0.9075851134043964,0.6380268922798003,0.782227343702806,0.11607142857142855,0.0099009900990099,0.11607142857142855
2021-10,0.9246282426410173,0.6757063000453236,0.8103439693627381,0.0892857142857143,0.0099009900990099,0.0892857142857143
2021-11,0.9476323617730862,0.7087777609910866,0.8241209578748916,0.0625,0.0099009900990099,0.0625
2021-12,0.9607268213909748,0.7416528176461696,0.8378979463870446,0.0357142857142857,0.0099009900990099,0.0357142857142857
2022-01,0.9775537611422116,0.7675177519262721,0.8516749348991981,0.04464285714285715,0.0099009900990099,0.04464285714285715
2022-02,0.9909595980233283,0.7978999848919779,0.86955788905694,0.0267857142857143,0.0099009900990099,0.0267857142857143
2022-03,0.9972659079756034,0.8411391448859336,0.8874408432146823,0.008928571428571452,0.04950495049504951,0.008928571428571452
2022-04,1.0,0.8583471823538291,0.9053237973724242,0.008928571428571452,0.0924092409240924,0.008928571428571452
2022-05,0.9975643869772641,0.8984891977640119,0.9220615645962034,0.008928571428571452,0.23762376237623764,0.008928571428571452
2022-06,0.9953337100983422,0.9507629551291732,0.9387993318199821,0.008928571428571452,0.38283828382838286,0.008928571428571452
2022-07,0.9903744329649626,0.9492521528931857,0.9555370990437613,0.0,0.5379537953795379,0.0
2022-08,0.9837557709820535,0.9597069043662181,0.9703580660291742,0.017857142857142905,0.7524752475247525,0.017857142857142905
2022-09,0.9769101970722947,0.978123583622903,0.9851790330145871,0.0,0.8283828382838284,0.0
2022-10,0.9646170310751931,1.0,1.0,0.017857142857142905,1.0,0.017857142857142905
